time line line_error
4904671392.0 5.838080175726642 0.025605412776433207
4904762976.0 5.845073152181029 0.025605412776433207
4904854560.0 5.8703477820412315 0.025605412776433207
4904934912.0 5.8581748383614025 0.025605412776433207
4905021312.0 5.893956379835951 0.025605412776433207
4905101664.0 6.001214794943871 0.025605412776433207
4905193248.0 6.008697350682345 0.025605412776433207
4905273600.0 6.076413261181219 0.025605412776433207
4905325440.0 6.119654936348773 0.025605412776433207
4905410976.0 6.216772771431219 0.025605412776433207
4905508608.0 6.272308547581945 0.025605412776433207
4905571680.0 6.280611522123273 0.025605412776433207
4905658944.0 6.310651783230044 0.025605412776433207
4905743616.0 6.356378195168952 0.025605412776433207
4905831744.0 6.350827084363612 0.025605412776433207
4905909504.0 6.3584463951335 0.025605412776433207
4905996768.0 6.325908225569922 0.025605412776433207
4906082304.0 6.326629084603329 0.025605412776433207
4906203264.0 6.329977475986958 0.025605412776433207
4906288800.0 6.323458608836272 0.025605412776433207
4906370016.0 6.267612524646042 0.025605412776433207
4906421856.0 6.390812442533137 0.025605412776433207
4906507392.0 6.346886184150277 0.025605412776433207
4906593792.0 6.405679845283734 0.025605412776433207
4906679328.0 6.453770389091615 0.025605412776433207
4906765728.0 6.508611626254894 0.025605412776433207
4906852128.0 6.43807504382389 0.025605412776433207
4906932480.0 6.450212346507935 0.025605412776433207
4907018016.0 6.43044501107723 0.025605412776433207
4907109600.0 6.386178582430424 0.025605412776433207
4907183904.0 6.375803800954464 0.025605412776433207
4907267712.0 6.396275065281868 0.025605412776433207
4907356704.0 6.40355274393344 0.025605412776433207
4907447424.0 6.392385343319381 0.025605412776433207
4907521728.0 6.384398995222799 0.025605412776433207
4907608992.0 6.378631168633054 0.025605412776433207
4907694528.0 6.384337147300779 0.025605412776433207
4907780064.0 6.391396312366033 0.025605412776433207
4907952000.0 6.382013071959612 0.025605412776433207
4908037536.0 6.392857374109592 0.025605412776433207
4908135168.0 6.407099343133221 0.025605412776433207
4908215520.0 6.406795390576795 0.025605412776433207
4908307104.0 6.347646636077052 0.025605412776433207
4908376224.0 6.385786079838195 0.025605412776433207
4908456576.0 6.297849278211095 0.025605412776433207
4908559392.0 6.347800330440945 0.025605412776433207
4908639744.0 6.36605149747271 0.025605412776433207
4908737376.0 6.36564886162666 0.025605412776433207
4908806496.0 6.338640808007832 0.025605412776433207
4908909312.0 6.331744474111745 0.025605412776433207
4908983616.0 6.40191545921961 0.025605412776433207
4909069152.0 6.406624878354421 0.025605412776433207
4909155552.0 6.459819932606772 0.025605412776433207
4909225536.0 6.5901934039604395 0.025605412776433207
4909333536.0 6.673348154640169 0.025605412776433207
4909408704.0 6.806495941031784 0.025605412776433207
4909489056.0 6.852676992193443 0.025605412776433207
4909580640.0 6.937139878912498 0.025605412776433207
4909648896.0 6.967405661379373 0.025605412776433207
4909736160.0 7.022291514515907 0.025605412776433207
4909844160.0 6.987056333003664 0.025605412776433207
4909919328.0 6.980736507041736 0.025605412776433207
4909981536.0 6.9405803381669156 0.025605412776433207
4910079168.0 6.877245517952501 0.025605412776433207
4910153472.0 6.775054483745579 0.025605412776433207
4910257152.0 6.745983953587932 0.025605412776433207
4910308128.0 6.594926575280141 0.025605412776433207
4910440320.0 6.4492706632899885 0.025605412776433207
4910526720.0 6.4404196126414694 0.025605412776433207
4910612256.0 6.456144214049324 0.025605412776433207
4910648544.0 6.4288525351200025 0.025605412776433207
4910772960.0 6.389114152450387 0.025605412776433207
4910818752.0 6.407183354829879 0.025605412776433207
4910906880.0 6.398825760681423 0.025605412776433207
4910987232.0 6.364953782072819 0.025605412776433207
4911078816.0 6.359960618239594 0.025605412776433207
4911165216.0 6.3556770727880245 0.025605412776433207
4911245568.0 6.329872048154556 0.025605412776433207
4911337152.0 6.340035540325065 0.025605412776433207
4911409728.0 6.298538951231691 0.025605412776433207
4911503904.0 6.310607742868652 0.025605412776433207
4911584256.0 6.250374018979967 0.025605412776433207
4911669792.0 6.230312326153338 0.025605412776433207
4911761376.0 6.157460058734332 0.025605412776433207
4911840000.0 6.082822896569322 0.025605412776433207
4911920352.0 6.0488188258503515 0.025605412776433207
4912005888.0 6.02744791728396 0.025605412776433207
4912092288.0 5.980631833801546 0.025605412776433207
4912189920.0 5.914193911002374 0.025605412776433207
4912276320.0 5.792146467574898 0.025605412776433207
4912373088.0 5.793220796870559 0.025605412776433207
4912459488.0 5.722741630635248 0.025605412776433207
4912538976.0 5.7453472451277765 0.025605412776433207
4912608096.0 5.754603803733807 0.025605412776433207
4912710912.0 5.77383175936595 0.025605412776433207
4912786080.0 5.864954530692732 0.025605412776433207
4912860384.0 5.874197841538059 0.025605412776433207
4912951968.0 5.876649064480469 0.025605412776433207
4913038368.0 5.86086078944493 0.025605412776433207
4913123904.0 5.856820833910852 0.025605412776433207
4913215488.0 5.868901446866416 0.025605412776433207
