time line line_error
4904671392.0 0.0034123467745231814 2.1673190522880354e-05
4904762976.0 0.0033884071142790424 2.1673190522880354e-05
4904854560.0 0.0034185334307311422 2.1673190522880354e-05
4904934912.0 0.0033854461541375134 2.1673190522880354e-05
4905021312.0 0.003419047993895518 2.1673190522880354e-05
4905101664.0 0.0034821761959840324 2.1673190522880354e-05
4905193248.0 0.0034928638468486083 2.1673190522880354e-05
4905273600.0 0.0035228298316182212 2.1673190522880354e-05
4905325440.0 0.0035044722059738623 2.1673190522880354e-05
4905410976.0 0.0034770406139081893 2.1673190522880354e-05
4905508608.0 0.0035377596432838248 2.1673190522880354e-05
4905571680.0 0.0035257403343906717 2.1673190522880354e-05
4905658944.0 0.0034638697358286095 2.1673190522880354e-05
4905743616.0 0.0034608247102959036 2.1673190522880354e-05
4905831744.0 0.0034469419512319853 2.1673190522880354e-05
4905909504.0 0.003451382248229289 2.1673190522880354e-05
4905996768.0 0.0034091650903686345 2.1673190522880354e-05
4906082304.0 0.003386871387855422 2.1673190522880354e-05
4906203264.0 0.0033694256412942834 2.1673190522880354e-05
4906288800.0 0.003413114736752015 2.1673190522880354e-05
4906370016.0 0.003449683141228094 2.1673190522880354e-05
4906421856.0 0.0034620704333130988 2.1673190522880354e-05
4906507392.0 0.0034679539883397227 2.1673190522880354e-05
4906593792.0 0.0034590796120326883 2.1673190522880354e-05
4906679328.0 0.0034391734448137204 2.1673190522880354e-05
4906765728.0 0.0034419984489787205 2.1673190522880354e-05
4906852128.0 0.0033900468690541514 2.1673190522880354e-05
4906932480.0 0.0034246197724397977 2.1673190522880354e-05
4907018016.0 0.0033563629013650077 2.1673190522880354e-05
4907109600.0 0.003376965888903742 2.1673190522880354e-05
4907183904.0 0.0033568257331902528 2.1673190522880354e-05
4907267712.0 0.0033705429104025535 2.1673190522880354e-05
4907356704.0 0.0033868340570558796 2.1673190522880354e-05
4907447424.0 0.0033607946466820975 2.1673190522880354e-05
4907521728.0 0.0033776186028259695 2.1673190522880354e-05
4907608992.0 0.003422522657635755 2.1673190522880354e-05
4907694528.0 0.003356351855077787 2.1673190522880354e-05
4907780064.0 0.003342166115309945 2.1673190522880354e-05
4907952000.0 0.0033670047480842545 2.1673190522880354e-05
4908037536.0 0.003377858463049346 2.1673190522880354e-05
4908135168.0 0.003333078283822058 2.1673190522880354e-05
4908215520.0 0.003334735071034401 2.1673190522880354e-05
4908307104.0 0.003349812269663543 2.1673190522880354e-05
4908376224.0 0.0033265158055884995 2.1673190522880354e-05
4908456576.0 0.0033355790169155544 2.1673190522880354e-05
4908559392.0 0.0033793937303001165 2.1673190522880354e-05
4908639744.0 0.0033133910093436246 2.1673190522880354e-05
4908737376.0 0.0033926223176370435 2.1673190522880354e-05
4908806496.0 0.00336611956756426 2.1673190522880354e-05
4908909312.0 0.003366895699053545 2.1673190522880354e-05
4908983616.0 0.003361496087793356 2.1673190522880354e-05
4909069152.0 0.003389195930495174 2.1673190522880354e-05
4909155552.0 0.0034221456397411916 2.1673190522880354e-05
4909225536.0 0.0034628061997722813 2.1673190522880354e-05
4909333536.0 0.0034866733407641335 2.1673190522880354e-05
4909408704.0 0.003492478623456913 2.1673190522880354e-05
4909489056.0 0.0034706462859949187 2.1673190522880354e-05
4909580640.0 0.0034104192982997413 2.1673190522880354e-05
4909648896.0 0.003470195621145583 2.1673190522880354e-05
4909736160.0 0.0034151964199807777 2.1673190522880354e-05
4909844160.0 0.0034145584927438933 2.1673190522880354e-05
4909919328.0 0.0033397547074681473 2.1673190522880354e-05
4909981536.0 0.0033004187604804033 2.1673190522880354e-05
4910079168.0 0.0032647411374539504 2.1673190522880354e-05
4910153472.0 0.003286560189906303 2.1673190522880354e-05
4910257152.0 0.0032611100282202887 2.1673190522880354e-05
4910308128.0 0.0032161587654596403 2.1673190522880354e-05
4910440320.0 0.0032747327418812338 2.1673190522880354e-05
4910526720.0 0.0032203748716950597 2.1673190522880354e-05
4910612256.0 0.0032971128323823493 2.1673190522880354e-05
4910648544.0 0.0032501080817385988 2.1673190522880354e-05
4910772960.0 0.003299570503352925 2.1673190522880354e-05
4910818752.0 0.003275531738358259 2.1673190522880354e-05
4910906880.0 0.003262695047850659 2.1673190522880354e-05
